id,year,category,name,furigana,startDate,imagePath,url,isActive,createdAt,updatedAt,updatedBy
55,,1,岩田地崎建設,いわたちざきけんせつ,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/0/3/vzetoQ8NWtpdBYXFbygKRpRYXyZf4p6r26B3gdYU.gif,http://www.iwata-gr.co.jp/,1,2020-02-07 16:42:25,2020-02-07 16:42:25,3
57,,1,ジェイアール北海道バス,じぇいあーるほっかいどうばす,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/0/3/AFHD8y8RL5drhWvWCgn5WnwiX3FcK9chJKxeDRVI.png,http://www.jrhokkaidobus.com/,1,2020-02-07 16:44:08,2020-02-07 16:44:08,3
58,,1,エナレディースクリニック,えなれでぃーすくりにっく,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/0/4/VkoPBtB79Rtd3LCflKCy8MRKoiskaMx1KU3OuSMG.png,https://www.ena-art.jp/,1,2020-02-07 16:44:48,2020-02-14 19:17:00,4
60,,1,株式会社アセットプランニング,あせっとぷらにんぐ,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/0/4/EgMs9l8JYceni1O2LkAfCeoixfwdMLi0SA149XcG.png,https://assetplanning.co.jp/,1,2020-02-07 16:46:30,2020-02-14 16:40:11,4
61,,1,サザエ食品,さざえしょくひん,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/0/3/VN7Sh47NgRefaArDrfMv3zkTgyfVZTcwe5Aw3RER.png,http://www.sazae.co.jp/,1,2020-02-07 16:47:01,2020-02-07 16:47:01,3
62,,1,アクアクララ北海道,あくあくららほっかいどう,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/0/3/ZFNqAboYbBvleId3FuYER8DOupE0ncJVlWl8v4wq.png,http://www.aquahokkaido.com/,1,2020-02-07 16:47:37,2020-02-07 16:47:37,3
63,,1,スポーツ デポ,すぽーつでぽ,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/0/3/AwiNb8eSJ39if48FXS1YYa0tHdmS1qYexxF1ORnp.png,https://www.alpen-group.jp/,1,2020-02-07 16:48:19,2020-02-07 16:48:19,3
64,,1,北洋銀行,ほくようぎんこう,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/0/3/to4ZtHhdBuPaiumouktbhCTIZzRXJ579iRlqi3Z1.png,http://www.hokuyobank.co.jp/,1,2020-02-07 16:52:17,2020-02-07 16:52:18,3
65,,1,明治安田生命,めいじやすだせいめい,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/0/3/N7ER36XY7MNYAo5zQYsUnKpE5Zevcbw577mTvuR6.png,http://www.meijiyasuda.co.jp/,1,2020-02-07 16:52:54,2020-02-07 16:52:54,3
66,,1,pokka sapporo,ぽっかさっぽろ,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/0/3/xfdVZbKAtTdrzng88lLxysjCmq3BjhxxrvtJzo0o.png,http://www.pokkasapporo-fb.jp/,1,2020-02-07 16:53:23,2020-02-07 16:53:23,3
67,,1,丸大食品,まるだいしょくひん,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/0/3/aSJfHLrZ96tUSTuOHwMnwLSOSy14I7ODB1yaZxy9.png,http://www.marudai.jp/,1,2020-02-07 16:53:51,2020-02-07 16:53:51,3
68,,1,リクルート北海道じゃらん,りくるーとほっかいどうじゃらん,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/0/3/qLLVJRf5OUueWV44dIeim84C7r4ng5ASWInKsNUb.png,http://www.recruit-hokkaido-jalan.jp/,1,2020-02-07 16:54:25,2020-02-07 16:54:25,3
